hoje	Hoje
aseite	aceite
vmce	VM
sem	sem
Conto	conto
	,
q	que
suspiro	suspiro
pela	pela
ver	ver
	,
e	e
tãobem	também
a	a
meus	meus
Irmaus	irmãos

pois	Pois
eles	eles
ja	já
vem	vêm
em	em
canpo	campo
com	com
o	o
estendarte	estandarte
do	do
seu	seu
devino	divino
braso	braço
aberto	aberto
	,
fogentando	fugentando
os	os
nosos	nossos
inimigos	inimigos
contrarios	contrários
da	da
nosa	nossa
alma	alma
	,
mundo	mundo
	,
diabo	diabo
	,
carne	carne
e	e
os	os
seus	seus
asaquazes	sequazes
emCredulos	incrédulos
	,
pois	pois
ja	já
esta	está
posta	posta
a	a
primeira	primeira
pedra	pedra
da	da
fundasão	fundação
em	em
dia	dia
da	da
asunsão	Assunsão
de	de
nosa	Nossa
sra	Senhora

eu	Eu
so	só
pa	para
ti	ti
he	é
que	que
os	os
goardo	guardo

porem	Porém
	,
espero	espero
em	em
Deos	Deus
	,
pois	pois
todo	todo
helle	Ele
se	se
dirige	dirige
só	só
a	a
fim	fim
de	de
que	que
eu	eu
não	não
padeça	padeça
	,
nem	nem
tu	tu
vivas	vivas
auzente	ausente
da	da
ma	minha
Compa	companhia
nem	nem
separado	separado
da	da
ma	minha
vista	vista

E	E
como	como
algumas	algumas
vezes	vezes
me	me
tem	tem
feito	feito
pezo	peso
não	não
denunciar	denunciar
áo	ao
Pe	Padre
Mestre	Mestre
Fr	Frei
Manoel	Manuel
da	da
Comieira	Comieira
	,
Relligiozo	religioso
,	,
tambem	também
capuchino	Capuchinho
	,
assistente	assistente
no	no
Convento	Convento
da	da
Franqueira	Franqueira
,	,
agora	agora
o	o
denuncio	denuncio
á	a
Vmce	VM
por	por
elle	ele
affirmar	afirmar
,	--
q	que
Ds	Deus
pode	pode
livrar	livrar
áos	aos
Condẽnados	condenados
das	das
penas	penas
do	do
inferno	inferno

dou	Dou
a	a
vmce	VM
e	e
a	a
ma	minha
snrã	senhora
o	o
agradecimento	agradecimento
	,
ou	ou
os	os
meus	meus
santicimos	santíssimos
o	o
darão	darão
por	por
mim	mim
	,
do	do
cuidado	cuidado
e	e
lca	lembrança
q	que
tiverão	tiveram
de	de
me	me
mandar	mandar
aquela	--
esmola	--
--	--
Aquela	aquela
esmola	esmola
da	da
farinha	farinha
	,
q	que
ainda	ainda
tenho	tenho
athe	até
hoje	hoje
quantia	quantia
de	de
prata	prata
e	e
meio	meio
dela	dela

he	É
bonito	bonito

E	E
	,
inclinando-me	inclinando-me
a	à
piedade	piedade
,	,
julguei	julguei
q	que
aquillo	aquilo
erão	eram
fatuidades	fatuidades
de	de
molherinhas	mulherinhas
,	,
que	que
poderia	poderia
ter	ter
emenda	emenda
com	com
dizer-lhe	dizer-lhe
a	a
doutrina	doutrina
,	--
e	e
verdes	verdades
de	de
nossa	nossa
sta	santa
fé	fé

olha	Olha
se	se
por	por
La	lá
me	me
podes	podes
perder	perder
o	o
amor	amor
	,
pois	pois
eu	eu
te	te
sou	sou
firme	firme
e	e
hei	hei
de	de
Ser	ser
e	e
	,
se	se
Cuidas	cuidas
houtra	outra
couza	coisa
	,
inganaste	enganas-te
	,
pois	pois
tu	tu
ainda	ainda
não	não
saves	sabes
bem	bem
o	o
Coanto	quanto
eu	eu
te	te
quero	quero

não	Não
falte	falte

não	Não
paresa	pareça
a	a
qm	quem
ver	ver
esta	esta
o	o
q	que
digo	digo
lizonja	lisonja
	,
porq	porque
não	não
he	é
tudo	tudo
Coanto	quanto
devo	devo
dizer	dizer
	,
e	e
nem	nem
tudo	tudo
Coanto	quanto
he	é

eu	Eu
ja	já
estou	estou
milhor	melhor
	,
mas	mas
mto	muito
fraca	fraca
	,
que	que
ja	já
não	não
poso	posso
comer	comer
a	a
galinha	galinha

e	E
todos	todos
nos	nos
vejamos	vejamos
como	como
espero	espero
e	e
pello	pelo
amor	amor
de	de
Deos	Deus

e	E
a	a
Respto	respeito
dessa	dessa
tentação	tentação
,	,
como	como
dos	dos
,	--
q	que
tens	tens
,	--
e	e
tentaçoens	tentações
	,
eu	eu
tãobem	também
ponho	ponho
o	o
mesmo	mesmo
preceito	preceito
ao	ao
demonio	demónio
,	,
pa	para
q	que
com	com
taes	tais
dezejos	desejos
te	te
não	não
persiga	persiga

Estes	Estes
dons	dons
são	são
doces	doces
	,
certamte	certamente

Hellena	Helena
paça	passa
couzas	coisas
notaveis	notáveis
;	,
mas	mas
	,
como	como
hé	é
mto	muito
calada	calada
	,
nada	nada
quer	quer
dizer	dizer
	,
só	só
aqlo	aquilo
q	que
se	se
vé	vê
não	não
pode	pode
encobrir	encobrir

e	E
asim	assim
não	não
dezespere	desespere
,	,
cuidando	cuidando
q	que
só	só
padece	padece

toda	Toda
a	a
noute	noite
sonho	sonho
comtigo	contigo

e	E
agora	agora
chegei	cheguei
aqui	aqui
tersa-fra	terça-feira
so	só
pa	para
saber	saber
notisias	notícias
tuas	tuas
	,
pois	pois
la	lá
as	as
não	não
tinha	--
--	--
--	--
--	--
--	--
--	--
--	--
tinha	tinha
e	e
todas	todas
as	as
cartas	cartas
que	que
tu	tu
me	me
tinhas	tinhas
escrevidas	escrevidas
estabam	estavam
na	na
mão	mão
de	de
anna	Ana
maria	Maria

Recebi	Recebi
o	o
q	que
vmce	VM
me	me
fes	fez
esmolla	esmola
mandar	mandar
,	--
e	e
asigney	assinei
o	o
recibo	recibo
com	com
meu	meu
nome	nome
por	por
minha	minha
mão	mão

mas	Mas
	,
Como	como
Sei	sei
q	que
Thomas	Tomás
dos	dos
Reys	Reis
he	é
a	a
empenhado	empenhado
em	em
fazerme	fazer-me
mal	mal
,	,
esCrevi	escrevi
ao	ao
Pe	padre
Jozeph	José
da	da
Silveyra	Silveira
Couzas	coisas
q	que
o	o
obrigasem	obrigassem
a	a
dar	dar
pte	parte
a	à
inquizição	Inquisição
,	,
o	o
q	que
	,
vendose	vendo-se
obrigado	obrigado
a	a
fazer	fazer
,	,
me	me
veyo	veio
ontem	ontem
pedir	pedir
me	me
dizdicese	desdissesse

se	Se
V	Vossa
P	Paternidade
quizer	quiser
por	pôr
no	no
papel	papel
emtrelinha	entrelinha
esta	esta
conta	conta
	,
mandarme	mandar-me
o	o
papel	papel
pa	para
eu	eu
a	a
por	pôr
,	,
faca	faça
V	Vossa
P	Paternidade
nisto	nisto
o	o
q	que
lhe	lhe
parecer	parecer

ela	Ela
se	se
recomenda	recomenda
saudoza	saudosa
a	a
vmce	VM
e	e
a	à
ma	minha
Snra	senhora
	,
q	que
ela	ela
não	não
escreve	escreve
por	por
não	não
ter	ter
tempo	tempo

no	No
q	que
Respeita	respeita
a	à
demanda	demanda
	,
o	o
meu	meu
Pe	padre
dis	diz
q	que
está	está
Recluza	reclusa
	,
porque	porque
o	o
menistro	ministro
	,
donde	onde
está	está
	,
dis	diz
que	que
está	está
doente	doente

Sto	Santo
Anto	António
	,
minas	Minas
de	de
Paracattu	Paracatu
	,
e	e
Junho	junho
7	7
d	de
75	75
De	De
Vmce	VM
Capellão	capelão
e	e
venerador	venerador
	,
Anto	António
Xer	Xavier
de	de
Souza	Sousa
Sr	Senhor
Rdo	Reverendo
Dor	Doutor
Bernardo	Bernardo
Germano	Germano
,	--
e	e
dignisso	Digníssimo
comisso	Comissário
do	do
sto	Santo
offo	Ofício

asim	Assim
	,
mandame	manda-me
resposta	resposta
em	em
qu	que
eLe	ele
asentou	assentou
	,
pois	pois
munto	muito
presiza	precisa
saberce	saber-se
oie	hoje
	,
pois	pois
istan	estão
pasadas	passadas
as	as
duas	duas
audiencias	audiências

Hoje	Hoje
faz	faz
oito	oito
dias	dias
,	--
q	que
	,
conversando	conversando
com	com
o	o
Me	mestre
Dor	doutor
Fr	frei
Francisco	Francisco
de	de
S	São
Damazo	Dâmaso
,	,
viemos	viemos
a	a
falar	falar
nos	nos
sermoins	sermões
,	--
q	que
me	me
disse	disse
pregava	pregava
as	às
Domingas	Domingas
em	em
S	São
Frco	Francisco

se	Se
o	o
portador	portador
,	--
acazo	acaso
quizer	quiser
levar	levar
,	,
remeto	remeto
a	a
vmce	VM
quatro	quatro
pares	pares
de	de
ovas	ovas
de	de
Tainhas	tainhas
pa	para
vmce	VM
comer	comer
	,
junto	junto
com	com
o	o
meu	meu
Rdo	reverendo
Padre	padre
Franco	Francisco
Lopes	Lopes
,	,
digo	digo
Glz	Gonçalves
Lopes	Lopes
,	,
e	e
minha	minha
snra	senhora
Ma	Maria
Thereza	Teresa
de	de
Jezus	Jesus

ele	Ele
me	me
queira	queira
asistir	assistir
com	com
sua	sua
grasa	graça
e	e
lus	luz
pa	para
q	que
siga	siga
a	a
rosa	Rosa
maria	Maria
da	da
vera	Vera
crus	Cruz
	,
pois	pois
que	que
ela	ela
he	é
espoza	esposa
amada	amada
do	do
noso	nosso
amante	amante
Jezus	Jesus

não	Não
só	só
elas	elas
	,
mas	mas
todas	todas
as	as
q	que
com	com
veras	veras
me	me
chamarem	chamarem
May	mãe
;	--
esprimentarão	experimentarão
logo	logo
nova	nova
mudansa	mudança
e	e
novas	novas
emclinasois	inclinações
e	e
nova	nova
fee	fé

e	E
com	com
isto	isto
não	não
emfado	enfado
mais	mais
a	a
vmce	VM
a	a
Qm	quem
Ds	Deus
Gde	guarde
ms	muitos
ans	anos

e	E
achei	achei
q	que
	,
no	no
dia	dia
q	que
pus	pus
em	em
q	que
tinha	tinha
sucedido	sucedido
o	o
cazo	caso
de	de
Ma	Maria
Thereza	Teresa
desmanchar	desmanchar
o	o
pee	pé
	,
não	não
foi	foi
em	em
oito	oito
de	de
Janeiro	janeiro
	,
mas	mas
sim	sim
em	em
4	4
do	do
mesmo	mesmo
Mes	mês
,	,
q	que
	,
como	como
os	os
sucecos	sucessos
são	são
mtos	muitos
	,
se	se
equivocão	equivocam
hus	uns
con	com
os	os
outros	outros
,	--
e	e
eu	eu
não	não
qro	quero
q	que
	,
por	por
meu	meu
respeito	respeito
	,
haja	haja
em	em
nada	nada
emgano	engano
nem	nem
duvida	dúvida

e	E
	,
como	como
tenho	tenho
a	a
Deos	Deus
	,
a	a
quem	quem
Reconheço	reconheço
por	por
senhor	Senhor
	,
e	e
a	a
vos	vós
por	por
hirmão	irmão
e	e
marido	marido
	,
não	não
lhe	lhe
sei	sei
Render	render
as	as
graças	graças

Çua	Sua
irma	irmã
e	e
serva	serva
a	à
Mesma	mesma
	,
R	Rosa
M	Maria
E	Egipcíaca
Snr	Senhor
Po	Pedro
Roiz	Rodrigues
Anvers	Anvers

Regna	Regna
in	in
Directorũ	Directorum
pr	pr
3	3

e	E
VM	VM
me	me
fará	fará
a	a
merce	mercê
de	de
o	o
comprementar	cumprimentar
da	da
minha	minha
,	,
rogandolhe	rogando-lhe
se	se
nam	não
esqueca	esqueça
de	de
mim	mim
,	,
porq	porque
ele	ele
bem	bem
á	há
de	de
entender	entender
o	o
q	que
quero	quero
dizer	dizer

i	E
dizendo lhe	dizendo-lhe
eu	eu
huma	uma
ves	vez
por	por
sonbaria	zombaria
que	que
	,
se	se
elle	ele
saise	saísse
	,
que	que
vise	visse
se	se
me	me
pudia	podia
levar	levar
Comsigo	consigo
	,
me	me
respondeu	respondeu
que	que
	,
em	em
Ca	cá
vindo	vindo
sua	sua
mulher	mulher
	,
que	que
elle	ele
veria	veria

o	O
Snor	Senhor
permita	permita
darlhe	dar-lhe
Comformidade	conformidade
Com	com
o	o
seu	seu
amor	amor
Santisimo	santíssimo

queira	Queira
Ds	Deus
q	que
seja	seja
pa	para
sua	sua
salvação	salvação
tanta	tanta
crueldade	crueldade

eu	Eu
tomo	tomo
os	os
remedios	remédios
a	a
pe	pé
	,
por	por
caza	casa
	,
mas	mas
não	não
saio	saio
fora	fora

eu	Eu
não	não
sei	sei
porque	porquê

eu	Eu
	,
Antonio	António
da	da
Crus	Cruz
e	e
Silva	Silva
Hoje	Hoje
me	me
mandou	mandou
chamar	chamar
o	o
solicitador	solicitador
das	das
Justiças	justiças

e	E
querendo	querendo
eu	eu
hir	ir
a	a
Londres	Londres
para	para
ver	ver
se	se
acazo	acaso
poderia	poderia
tratar	tratar
com	com
o	o
filho	filho
do	do
dito	dito
Labord	Laborde
algum	algum
ajuste	ajuste
sobre	sobre
o	o
meo	meu
dinheiro	dinheiro
,	,
veijo	vejo
que	que
as	as
couzas	coisas
estao	estão
em	em
tam	tão
ma	má
figura	figura
que	que
me	me
não	não
aRisco	arrisco
a	a
partir	partir
pelo	pelo
medo	medo
dos	dos
Corsarios	corsários
Francezes	franceses

e	E
isto	isto
não	não
sei	sei
de	de
q	que
modo	modo
o	o
disse	disse
;	,
mas	mas
lembra-me	lembra-me
,	--
q	que
outro	outro
Religiozo	religioso
respondeo	respondeu
q	que
,	--
o	o
q	que
elle	ele
dizia	dizia
era	era
contra	contra
o	o
Concilio	Concílio
Tridentino	Tridentino

heu	Eu
	,
des	desde
q	que
vmce	VM
fou	foi
	,
sempre	sempre
andei	andei
doente	doente
e	e
estive	estive
em	em
termos	termos
de	de
dar	dar
comtas	contas
a	a
Ds	Deus

Eu	Eu
considero	considero
,	--
q	que
esse	esse
livrinho	livrinho
,	,
ou	ou
cartilha	cartilha
do	do
inferno	Inferno
,	,
he	é
natural	natural
desta	desta
cide	cidade
,	,
e	e
q	que
essa	essa
he	é
a	a
execuçam	execução
,	--
q	que
se	se
promettia	prometia
ao	ao
Muratori	Muratori
simulado	simulado

Assim	Assim
	,
não	não
passei	passei
mto	muito
da	da
Algebra	Álgebra
e	e
da	da
Geometria	Geometria
Elementar	Elementar

esas	Essas
nam	não
tas	tas
mando	mando
dizer	dizer
por	por
nam	não
ter	ter
a	a
serteza	certeza
de	de
que	que
esta	esta
te	te
ira	irá
a	à
mam	mão
	,
como	como
algumas	algumas
que	que
eu	eu
te	te
ja	já
escrevi	escrevi

e	E
asim	assim
vivo	vivo
comtente	contente
em	em
deos	Deus
q	que
he	é
meu	meu
salvador	salvador

todas	Todas
estas	estas
couzas	coisas
ja	já
ha	há
tempos	tempos
me	me
andão	andam
fazendo	fazendo
meu	meu
escrupolo	escrúpulo
,	,
porq	porque
vejo	vejo
os	os
graves	graves
damnos	danos
,	--
q	que
daqui	daqui
podem	podem
nascer	nascer
na	na
liverdade	liberdade
destes	destes
rusticos	rústicos
;	--
(	(
he	é
q	que
na	na
de	de
alguns	alguns
ja	já
não	não
tem	tem
nascido	nascido
)	)
	,
porq	porque
	,
pa	para
tirarem	tirarem
consequencias	consequências
	,
mas	mas
he	é
o	o
demonio	demónio
fino	fino
pa	para
lhas	lhas
ensinar	ensinar
V	verbi
g	gratia
q	que
podem	podem
furtar	furtar
,	--
e	e
passar	passar
,	--
e	e
depois	depois
de	de
mortos	mortos
virem	virem
restituir	restituir

estou	Estou
capas	capaz
de	de
fugir	fugir
pa	para
donda	onde
ti	ti

falo	Falo
a	a
q	quem
deos	Deus
lhe	lhe
espirar	inspirar
o	o
ser	ser
mylhor	melhor

o	O
esmoler mor	esmoler-mor
	,
esta	esta
prenderão	prenderam
antes	antes
do	do
enterro	enterro
	,
no	no
mesmo	mesmo
dia	dia
pela	pela
menhãa	manhã

isto	Isto
lhe	lhe
seguro	seguro
da	da
parte	parte
do	do
seu	seu
devino	divino
corasão	coração
e	e
dei	dei
de	de
Mais	mais
escupellos	escupellos
,	,
e	e
de	de
Mais	mais
estorias	histórias

Logo	Logo
fiquei	fiquei
boma	boa
.	--
e	e
não	não
me	me
tronou	tornou
mais	mais
a	a
-	--
dra	dar
.	--
the	até
.	--
o	ao
dia	dia
prezente	presente
	,
seja	seja
Deos	Deus
Lovado	louvado
para	para
Sempre	sempre
,	,
e	e
a	a
varias	várias
pesoas	pessoas
,	--
se	se
dava	dava
o	o
tla	tal
.	--
inguento	unguento
.	--
pa	para
varias	várias
.	--
queixas	queixas

mas	Mas
agora	agora
	,
meu	meu
Tio	Tio
	,
tenho	tenho
por	por
especial	especial
favor	favor
de	de
N	Nosso
Pe	Padre
o	o
conhecimto	conhecimento
q	que
temos	temos
de	de
hũa	uma
regateira	regateira
q	que
na	na
nossa	nossa
Igra	igreja
esta	está
fazendo	fazendo
feitiços	feitiços
continuamte	continuamente

Tambem	Também
;	--
se	se
á	a
Vmce	VM
lhe	lhe
parecer	parecer
,	,
não	não
esteja	esteja
a	a
mortificarse	mortificar-se
em	em
escrever	escrever

ella	Ela
parece	parece
serme	ser-me
mais	mais
favoravel	favorável
por	por
este	este
lado	lado

O	O
q	que
me	me
participava	participava
sobre	sobre
o	o
diabolico	diabólico
Livrinho	livrinho
	,
espalhado	espalhado
,	--
como	como
zizania	zizânia
do	do
inferno	Inferno
,	,
tambem	também
chegou	chegou
por	por
outras	outras
vias	vias
;	,
mas	mas
com	com
grde	grande
variede	variedade
na	na
narraçam	narração
do	do
facto	facto
;	,
porq	porque
se	se
dizia	dizia
,	--
q	que
o	o
capitam	capitão
do	do
Navio	navio
havia	havia
deposto	deposto
q	que
neste	neste
Alge	Algarve
lhe	lhe
entregaram	entregaram
o	o
original	original
pa	para
o	o
fazer	fazer
imprimir	imprimir
em	em
Holanda	Holanda

e	E
	,
passadas	passadas
duas	duas
semonas	semanas
;	,
mandou	mandou
soltar	soltar
as	as
prezas	presas
;	--
e	e
não	não
intendou	entendeu
Com	com
as	as
soltas	soltas

dezia	Dizia
boas	boas
pallavras	palavras
,	--
e	e
oraçois	orações
,	,
e	e
diz	diz
hua	uma
com	com
os	os
pez	pés
juntos	juntos
,	--
á	à
Sra	Senhora
da	da
graça	Graça
,	,
e	e
se	se
o	o
q	que
se	se
qr	quer
saber	saber
hé	é
,	--
assim	assim
	,
q	que
se	se
vira	vira
pa	para
o	o
lado	lado
direito	direito
,	,
senão	senão
ao	ao
esquerdo	esquerdo
	,
o	o
q	que
qr	quer
saber	saber

Maria	Maria
jasinta	Jacinta
de	dê
grassas	graças
a	a
Ds	Deus
o	o
vir	vir
pa	para
esta	esta
santa	santa
caza	casa
	,
porq	porque
avia	havia
de	de
ser	ser
o	o
descredito	descrédito
de	de
vmce	VM
	,
pois	pois
Nos	nos
tem	tem
Bem	bem
custado	custado
amansalla	amansá-la

a	A
saude	saúde
de	de
vosa	Vossa
merçe	Mercê
e	é
a	a
que	que
dezeijo	desejo
	,
mais	mais
em	em
companhia	companhia
de	de
minha	minha
tia	tia

Em	Em
qto	quanto
ás	às
murmuraçoens	murmurações
,	,
como	como
tu	tu
não	não
murmures	murmures
,	--
nem	nem
concorres	concorres
pa	para
q	que
outras	outras
o	o
fação	façam
,	,
não	não
tens	tens
peccado	pecado
,	,
ainda	ainda
q	que
o	o
ouças	ouças
fazer	fazer

fico	Fico
pa	para
servir	servir
a	a
vmces	VMs

estimarei	Estimarei
q	que
estas	estas
limitadas	limitadas
regras	regras
achem	achem
a	a
vmces	VMs
asestidos	assistidos
de	de
perfeita	perfeita
saude	saúde
em	em
compa	companhia
de	de
mas	minhas
Irmans	irmãs
e	e
Irmaos	irmãos
e	e
de	de
toda	toda
a	a
caza	casa
	,
pa	para
q	que
se	se
sirvão	sirvam
da	da
ma	minha
q	que
ao	ao
prezte	presente
he	é
boa	boa

Resevi	Recebi
a	a
tua	tua
que	que
mto	muito
estimei	estimei

e	E
outro	outro
Padre	padre
,	,
qdo	quando
elle	ele
falava	falava
da	da
predestinação	predestinação
,	--
(	(
e	e
não	não
me	me
lembra	lembra
como	como
)	)
	,
disse	disse
q	que
por	por
isso	isso
sempre	sempre
lhe	lhe
agradara	agradara
a	a
sentença	sentença
post	post
provisa	provisa
merita	merita

vejo	Vejo
o	o
que	que
me	me
dizes	dizes
de	de
silbestre	Silvestre
coreia	Correia

Meu	Meu
Marido	Marido
	,
todo	todo
o	o
meu	meu
bem	bem

os	Os
seus	seus
Santisimos	santíssimos
padrinhos	padrinhos
e	e
madrinhas	madrinhas
	,
J	Jesus
	,
M	Maria
	,
J	José
	,
A	Ana
	,
J	Joaquim
e	e
o	o
santisimo	santíssimo
menino	Menino
jezus	Jesus
da	da
prinsicula	Porciúncula
	,
zelo	zelo
do	do
bem	bem
das	das
nosas	nossas
almas	almas
	,
a	a
qm	quem
ja	já
emtreguei	entreguei
e	e
emtrego	entrego
como	como
filho	filho
contado	contado
no	no
numero	número
da	da
sua	sua
familia	família
	,
o	o
Crie	crie
pa	para
hũ	um
das	das
Culunas	colunas
da	da
sua	sua
Igreja	igreja

e	E
	,
em	em
agradisimto	agradecimento
	,
ficamos	ficamos
todos	todos
orando	orando
e	e
pedindo	pedindo
ao	ao
snr	Senhor
por	por
v  mce	VM
	,
para	para
q	que
se	se
converta	converta
a	a
Ds	Deus
e	e
chore	chore
e	e
conhesa	conheça
o	o
seu	seu
pecado	pecado
com	com
tenpo	tempo
de	de
alcansar	alcançar
perdão	perdão

O	O
homem	homem
q	que
agora	agora
veyo	veio
Resgatado	resgatado
,	--
e	e
me	me
trouxe	trouxe
a	a
carta	carta
e	e
escripto	escrito
do	do
Religiozo	religioso
,	,
e	e
deu	deu
a	a
mesma	mesma
noticia	notícia
,	,
me	me
disse	disse
assestia	assistia
a	a
S	São
Paulo	Paulo
de fronte	defronte
da	da
porta	porta
	,
travessa	Travessa
da	da
Igra	Igreja
	,
em	em
caza	casa
de	de
hũ	um
homé	homem
chamado	chamado
Dos	Domingos
Ferra	Ferreira
,	--
e	e
paresseme	parece-me
q	que
Alfayate	alfaiate

Este	Este
juizo	juízo
,	,
que	que
eu	eu
tinha	tinha
feito	feito
da	da
sua	sua
Arithm	Aritmética
e	e
communicado	comunicado
ao	ao
Tene	tenente
João	João
Bapta	Batista
	,
vi	vi
que	que
era	era
o	o
mesmo	mesmo
,	--
que	que
depois	depois
formou	formou
hum	um
tal	tal
P.	P.
Monteiro	Monteiro
,	,
que	que
aqui	aqui
hà	há
,	--
e	e
de	de
cuja	cuja
Mathematica	matemática
ouço	ouço
dizer	dizer
bem	bem

tãobem	Também
Manda	manda
a	a
sua	sua
bensão	bênção
e	e
milhares	milhares
de	de
saudades	saudades
o	o
seu	seu
afilhado	afilhado
e	e
os	os
mais	mais
filhos	filhos
e	e
filhas	filhas

e	E
cazo	caso
tu	tu
mo	mo
queiras	queiras
mandar	mandar
	,
seja	seja
como	como
tu	tu
quizeres	quiseres
e	e
da	da
cor	cor
que	que
a	a
ti	ti
te	te
agradar	agradar
	,
pois	pois
sendo	sendo
de	de
teu	teu
gosto	gosto
tambem	também
he	é
meu	meu

Encomendame	Encomenda-me
a	a
este	este
Sr	Senhor
q	que
te	te
gde	guarde
como	como
mto	muito
dezejo	desejo

e	E
eu	eu
agora	agora
inda	ainda
não	não
poso	posso
dizer	dizer
nada	nada
porq	porque
asim	assim
espero	espero
nos	nos
mesmos	mesmos
corasois	corações
q	que
sejão	sejam
testemunhas	testemunhas
desta	desta
verdade	verdade
porq	porque
a	a
obra	obra
he	é
sua	sua

do	Do
lado	lado
sentia	sentia
q	que
elle	ele
a	a
mandava	mandava
fose	fosse
buscando	buscando
as	as
mais	mais
e	e
	,
como	como
acabese	acabasse
	,
viese	viesse
a	a
seo	seu
santo	santo
coracão	coração

emfim	Enfim
	,
disse	disse
o	o
que	que
devia	devia
dizer	dizer
	,
ainda	ainda
sem	sem
ser	ser
dominado	dominado
pelo	pelo
meu	meu
afecto	afeto
	,
etc	etc

todo	Todo
o	o
dia	dia
se	se
esfalfão	esfalfam
;	,
porq	porque
	,
como	como
os	os
feitiços	feitiços
são	são
a	a
horas	horas
	,
pa	para
os	os
desmanchar	desmanchar
;	--
e	e
curar	curar
as	as
freiras	freiras
	,
já	já
o	o
q	que
se	se
fez	fez
hoje	hoje
não	não
serve	serve
pa	para
amenhã	amanhã
	,
porq	porque
de	de
novo	novo
vem	vem
detras	detrás

não	Não
te	te
esquesas	esqueças
de	de
mim	mim

A	A
Ode	ode
sobre	sobre
a	a
Empresa	empresa
da	da
Academia	Academia
de	de
Valencia	Valência
he	é
hum	um
Dithyrambo	ditirambo
,	,
de	de
que	que
gostei	gostei
muito	muito

Ba	Bahia
	,
27	27
de	de
Mco	março
1755	1755

Franco	Francisco
	,
estimo	estimo
tenhas	tenhas
boa	boa
saude	saúde

enfilizes	Infelizes
pecadores	pecadores
	,
fasamos	façamos
da	da
nosa	nossa
parte	parte
coanto	quanto
pudermos	pudermos
	,
con	com
toda	toda
a	a
nosa	nossa
pubreza	pobreza
	,
por	por
siguir	seguir
os	os
pasos	passos
de	de
nosa	nossa
Madre	madre
	,
q	que
se	se
asim	assim
o	o
não	não
fizermos	fizermos
vamos	vamos
erados	errados

ahi	Aí
bai	vai
o	o
CaCo	caco
amais	mais
a	a
Camiza	camisa

tornolhe	Torno-lhe
a	a
dizer	dizer
que	que
he	é
gintil	gentil
homem	homem
	,
porque	porque
eu	eu
nunca	nunca
falo	falo
afectado	afetado
de	de
emgano	engano
	,
nem	nem
tãobem	também
sou	sou
linzõjreira	lisonjeira

e	E
asim	assim
toda	toda
vezinhãoça	vizinhança
o	o
espera	espera
	,
Deos	Deus
sendo	sendo
coan	quanto
tes	antes

eLe	Ele
dys	diz
q	que
querya	queria
faLar	falar
Com	com
vmCe	VM
e	e
pedirlhe	pedir-lhe
mtos	muitos
perdoins	perdões

27	27
de	de
7bro	7bro
de	de
1758	1758
De	De
Vmce	VM
Escrava	escrava
mais	mais
humilde	humilde
e	e
obidiente	obediente
	,
q	que
mto	muito
e	e
mto	muito
a	a
ama	ama
e	e
venera	venera
	,
Roza	Rosa
Ma	Maria
Egyciaca	Egipcíaca
da	da
vera	Vera
Crus	Cruz
Agora	Agora
	,
peso	peço
a	a
vmce	VM
hũa	uma
esmola	esmola
em	em
louvor	louvor
dos	dos
meus	meus
amanticimos	amantíssimos
Corasoins	corações
	,
ainda	ainda
q	que
seja	seja
valia	valia
de	de
hũ	um
vimtem	vintém
ou	ou
de	de
Rs	réis
	,
q	que
he	é
pa	para
fazer	fazer
hũ	um
Ramalhete	ramalhete
pa	para
por	pôr
nas	nas
mãos	mãos
da	da
vir	--
virgem	Virgem
da	da
Conseisão	Conceição
	,
no	no
altar	altar
donde	onde
foi	foi
a	a
aparisão	aparição
dos	dos
meus	meus
Stos	santos
Corasois	corações

De	De
lá	lá
te	te
mandarei	mandarei
o	o
meu	meu
sobrescripto	sobrescrito

todo	Todo
o	o
emprego	emprego
do	do
seo	seu
obzequio	obséquio
miseramte	miseramente
estimavel	estimável
sempre	sempre
	,
porq	porque
sou	sou
sua	sua
par	particular
veneradora	veneradora

adeos	Adeus
	,
meu	meu
filho	filho

quem	Quem
me	me
dera	dera
ja	já
nos	nos
teus	teus
brasos	braços
pa	para
te	te
beigar	beijar
mto	muito
e	e
meterte	meter-te
a	a
ligoa	língua
nesa	nessa
boquinha	boquinha

e	E
com	com
isto	isto
não	não
emfado	enfado
mais	mais
a	a
vmce	VM
	,
q	que
Ds	Deus
Gde	guarde
ms	muitas
annos	anos
em	em
seu	seu
serviso	serviço

por	Por
falta	falta
de	de
tempo	tempo
	,
não	não
tenho	tenho
ja	já
escrito	escrito
	,
porq	porque
o	o
dezejei	desejei
fazer	fazer
logo	logo
seguinte	seguinte
a	à
nossa	nossa
grade	grade
pa	para
lhe	lhe
dar	dar
pte	parte
;	--
do	do
Castigo	castigo
q	que
tivemos	tivemos

Dezejo	Desejo
mto	muito
que	que
VM	VM
possúa	possua
a	a
mais	mais
prospera	próspera
saude	saúde
e	e
me	me
conceda	conceda
frequentes	frequentes
empregos	empregos
no	no
seu	seu
Servo	serviço

sempre	Sempre
he	é
Piede	piedade
,	--
q	que
uza	usa
comnosco	connosco
,	--
em	em
nos	nos
xamar	chamar
e	e
